n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
10,3,1000,5,0.9590643274853802,0.954689476279289,0.9812206572769954,0.9676524392422521
10,4,1000,5,0.9649122807017544,0.9632130683645249,0.9812206572769954,0.9720918101199792
10,5,1000,5,0.9649122807017544,0.9632079262360952,0.9812206572769954,0.972058765259348
10,6,1000,5,0.9678362573099415,0.9633383383383384,0.9859154929577465,0.9744554296278434
10,7,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,3,1000,5,0.9707602339181287,0.9592743428359866,0.9953051643192489,0.9769476372924647
20,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
20,5,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,6,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
20,7,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
30,3,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
10,3,1000,5,0.9590643274853802,0.954689476279289,0.9812206572769954,0.9676524392422521
10,4,1000,5,0.9649122807017544,0.9632130683645249,0.9812206572769954,0.9720918101199792
10,5,1000,5,0.9649122807017544,0.9632079262360952,0.9812206572769954,0.972058765259348
10,6,1000,5,0.9678362573099415,0.9633383383383384,0.9859154929577465,0.9744554296278434
10,7,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,3,1000,5,0.9707602339181287,0.9592743428359866,0.9953051643192489,0.9769476372924647
20,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
20,5,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,6,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
20,7,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
30,3,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
10,3,1000,5,0.9590643274853802,0.954689476279289,0.9812206572769954,0.9676524392422521
10,4,1000,5,0.9649122807017544,0.9632130683645249,0.9812206572769954,0.9720918101199792
10,5,1000,5,0.9649122807017544,0.9632079262360952,0.9812206572769954,0.972058765259348
10,6,1000,5,0.9678362573099415,0.9633383383383384,0.9859154929577465,0.9744554296278434
10,7,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,3,1000,5,0.9707602339181287,0.9592743428359866,0.9953051643192489,0.9769476372924647
20,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
20,5,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,6,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
20,7,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
30,3,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,5,1000,5,0.9619883040935672,0.9587138508371384,0.9812206572769954,0.9698264698264699
n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
10,3,1000,5,0.9590643274853802,0.954689476279289,0.9812206572769954,0.9676524392422521
10,4,1000,5,0.9649122807017544,0.9632130683645249,0.9812206572769954,0.9720918101199792
10,5,1000,5,0.9649122807017544,0.9632079262360952,0.9812206572769954,0.972058765259348
10,6,1000,5,0.9678362573099415,0.9633383383383384,0.9859154929577465,0.9744554296278434
10,7,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,3,1000,5,0.9707602339181287,0.9592743428359866,0.9953051643192489,0.9769476372924647
20,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
20,5,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,6,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
20,7,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
30,3,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,5,1000,5,0.9619883040935672,0.9587138508371384,0.9812206572769954,0.9698264698264699
30,6,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
n_trees,max_depth,max_split_values,max_features,accuracy,precision,recall,f1
10,3,1000,5,0.9590643274853802,0.954689476279289,0.9812206572769954,0.9676524392422521
10,4,1000,5,0.9649122807017544,0.9632130683645249,0.9812206572769954,0.9720918101199792
10,5,1000,5,0.9649122807017544,0.9632079262360952,0.9812206572769954,0.972058765259348
10,6,1000,5,0.9678362573099415,0.9633383383383384,0.9859154929577465,0.9744554296278434
10,7,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,3,1000,5,0.9707602339181287,0.9592743428359866,0.9953051643192489,0.9769476372924647
20,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
20,5,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
20,6,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
20,7,1000,5,0.9678362573099415,0.9676524392422521,0.9812206572769954,0.9743580623862315
30,3,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,4,1000,5,0.9649122807017544,0.958904109589041,0.9859154929577465,0.9722222222222222
30,5,1000,5,0.9619883040935672,0.9587138508371384,0.9812206572769954,0.9698264698264699
30,6,1000,5,0.9649122807017544,0.9631532217148656,0.9812206572769954,0.9720927220927221
30,7,1000,5,0.9678362573099415,0.9633434804667681,0.9859154929577465,0.9744884744884744
